trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2020-12-28T20:46:05Z,"Lowe, Dietrich and Erdman",kids_pets,5.58,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,8c1426baf5374efa3b30e2fc0dc1ed05,37.709796,-123.641915,0
2020-10-17T01:46:17Z,"Douglas, Schneider and Turne",shopping_pos,10.71,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,d230b1541054e289ca115af1fff7031b,41.069551,-97.685878,0
2020-11-17T23:57:17Z,"Boehm, Block and Jakubowski",misc_pos,36.07,San Diego,CA,32.7185,-117.1593,1241364,Comptroller,1987-11-30,931707c1c243f90fdc81f5ec04b8d48d,33.062679,-117.315893,0
2020-05-11T15:11:40Z,Erdman-Schaden,personal_care,44.85,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,17c9b45d9b623e1eac4b95aa155563f8,41.426506,-98.839799,0
2020-01-17T22:24:08Z,Lynch-Moh,travel,2.01,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06,c29eb76804acf0f89a46d1f83cfe9f50,33.166509999999995,-116.479276,0
2019-03-21T10:26:00Z,"Greenfelder, Bartoletti and Davis",misc_net,295.27,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26,1fdf58d644eb72f47a839bd09ea5108a,38.950372,-93.641962,0
2020-04-21T00:16:19Z,"Lehner, Mosciski and King",misc_net,3.02,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,662c10dae48ae91231a32e564b08d581,38.601533,-93.134209,0
2020-03-12T07:01:06Z,"Schoen, Kuphal and Nitzsche",grocery_pos,133.11,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30,21b76b259935c7c3f3eb847b158c8bcd,31.970359,-105.763044,0
2020-11-25T05:10:01Z,Marks Inc,gas_transport,52.49,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,1951-11-08,ba16a130ceb5cef2429af7341b59720a,40.861234,-96.559066,0
2020-12-11T14:06:15Z,Kihn-Fritsch,food_dining,65.94,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,98254bb3b408666efc123b5eab30bdc8,44.947826,-105.193164,0
2020-08-01T04:23:46Z,"Schultz, Simonis and Little",grocery_pos,97.19,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10,53fea77aa5a4966a6c6aba60b26be3b4,40.623157,-99.771326,0
2019-08-05T17:50:29Z,"Prosacco, Kreiger and Kovacek",home,7.67,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,141907cbc7e78ddc74d861c7d4921f31,40.499232,-97.880087,0
2020-10-06T22:53:00Z,"Zemlak, Tillman and Cremin",personal_care,3.06,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,1973-09-22,bb32eab9595b8473ee84c483de6d992b,33.67881,-117.493404,0
2020-10-30T19:26:34Z,"Bahringer, Bergnaum and Quitzon",home,66.95,Carroll,NE,42.277,-97.1926,566,Metallurgist,1975-01-26,139987dcca06261dbe7daeca00136c9a,41.499793,-96.779826,0
2020-07-05T07:43:21Z,Mohr Inc,shopping_pos,9.4,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,23618ac399a76007db7f631b9f19933f,34.314715,-116.652566,0
2019-04-15T18:04:28Z,Gulgowski LLC,home,24.61,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,36689eba7724322eb0ede7ae23c62e66,34.136334999999995,-112.779812,0
2019-09-30T21:10:45Z,Hilpert-Conroy,kids_pets,4.98,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,9a75f47d382778efad12d5ba90970949,40.766167,-101.590749,0
2019-12-15T18:17:58Z,Leannon-W,food_dining,7.66,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,6d1d4edee3727d1f92488f426e5f82a3,33.604039,-118.853521,0
2020-11-07T03:26:41Z,Jacobi and Sons,shopping_pos,1.4,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,abc5feef5857f760ae5e001718155a6c,39.935658,-123.530275,0
2020-07-09T18:49:41Z,"Zemlak, Tillman and Cremin",personal_care,43.55,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,10e855282ee78acbc185073e67887cdf,33.363226,-112.160665,0
2020-07-31T18:09:08Z,"Romaguera, Wehner and Tromp",kids_pets,2.46,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,828f7c8fc060794e9857d62b9c5d992b,39.454405,-99.544442,0
2019-11-08T01:17:58Z,Dach-Nade,misc_net,85.34,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,1978-08-27,a8a923f2b235cf35eb63fa22aa643c5b,40.504948,-104.720437,0
2020-06-19T16:35:43Z,Roob-Okunev,health_fitness,23.73,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,a3d2c4f22d6859f082fa896f32b8aa19,38.209255,-94.358289,0
2020-07-04T15:52:49Z,Schmeler-Howe,personal_care,70.75,Unionville,MO,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,cb5cc2242706e9bc620bf4cd36032ac4,40.901725,-93.267056,0
2019-11-02T12:33:10Z,Heller PLC,health_fitness,74.65,Kissee Mills,MO,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,9c56241f1924b8ea116f49aa6214c626,37.508525,-93.368777,0
2019-01-03T17:37:30Z,"Mante, Luettgen and Hackett",health_fitness,32.97,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,09b6f5010e5e995693bc8ae6c4d47022,41.988948,-97.195922,0
2019-12-04T13:17:36Z,Romaguera Lt,health_fitness,58.31,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,c334adb0a477572d6d7323f2602a4d75,37.854306,-121.253364,0
2019-04-27T18:02:59Z,Skiles LLC,home,33.14,Napa,CA,38.4549,-122.2564,94014,Airline pilot,1985-08-21,e5f3f9140f65f55af84872de55405967,38.282668,-123.083951,0
2020-02-24T09:35:48Z,Corwin-Gorczany,misc_net,5.55,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,a6289310f38640dc7df62d2b671eda2f,34.996102,-105.58853899999998,0
2019-07-17T21:31:17Z,"Labadie, Treutel and Bode",shopping_net,5.28,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,96c55605921a53e9baf7d6ad022db235,38.730531,-104.532677,0
2020-06-12T22:17:20Z,Leffler-Goldne,personal_care,82.75,Palmdale,CA,34.5715,-118.0231,171170,Chemical engineer,1963-06-04,494bafb268a136bc3d016dadaa1defc2,35.319004,-118.632482,0
2020-10-26T12:25:22Z,Schiller Lt,personal_care,51.9,Monitor,WA,47.4852,-120.4158,584,Medical technical officer,1969-03-20,2cb5e299c416652056ac002186feb88b,47.460771,-121.376706,0
2020-07-15T22:58:15Z,"Schmeler, Bashirian and Price",shopping_net,409.69,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24,cb91374d193f221aefe3c9d9fa2cdbf6,38.096906,-110.063819,0
2019-07-15T04:34:43Z,"Robel, Cummerata and Prosacco",gas_transport,55.95,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,c332e510d04469ca36b8a741e55b4e1c,37.604302,-90.359851,0
2019-03-25T23:42:42Z,"Koss, Hansen and Lueilwitz",home,231.12,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,493892f8de5293b5a716793795ea9239,39.816994,-93.070212,1
2020-12-27T13:59:54Z,"Greenholt, O'Hara and Balistreri",shopping_net,4.1,Napa,CA,38.4549,-122.2564,94014,Airline pilot,1985-08-21,7395d26fd9ae2fa84bf718a1d3785d97,37.661961,-122.451258,0
2020-08-11T13:11:13Z,Cormier LLC,shopping_net,88.88,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,2289cfcbe1ce1efab96d52e75f937468,37.053658,-104.575572,0
2019-07-20T17:20:21Z,Reichel LLC,personal_care,18.82,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,0f7f2ba83a95405a4b6d5186143f0cbd,33.254734,-110.804669,0
2020-06-23T14:49:04Z,Thiel PLC,misc_pos,8.99,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,026691f62cccbbb37432a90dbf78311b,48.670809000000006,-118.951046,0
2020-11-24T19:55:04Z,Thiel-Thiel,entertainment,69.89,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,3d549b993230b849f2b0e603709e95a1,44.163883,-104.222179,0
2019-10-18T00:56:32Z,"Eichmann, Bogan and Rodriguez",gas_transport,94.25,Paradise Valley,AZ,33.5494,-111.9565,17047,Building surveyor,1935-01-29,4b4dc92b4c71fd1e898f706226273141,34.076056,-112.346343,0
2019-06-10T10:40:12Z,Jaskolski-Vandervort,misc_net,73.49,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,5bced89ed345650fea123a591bc4e1e5,48.499755,-118.549609,0
2020-07-17T11:56:00Z,Buckridge PLC,misc_pos,2642.67,Luray,MO,40.4931,-91.8912,519,Town planner,1966-02-13,c6876118257fe1898e00408f8e1f9b40,40.084446,-92.551365,0
2019-12-07T23:30:17Z,"O'Reilly, Mohr and Purdy",home,146.26,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,6c26060f0144ea9eaa1edb6a1eb14a14,40.654065,-93.986748,0
2019-06-01T01:21:11Z,"Schaefer, Fay and Hilll",entertainment,91.35,Freedom,WY,43.0172,-111.0292,471,"Education officer, museum",1967-08-02,6ccc200ca9a94f28d23fff49c5d80660,43.069113,-111.612324,0
2019-05-26T18:52:28Z,Abernathy and Sons,food_dining,5.33,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,eebd44ebf610e3bcc7695655bcc070aa,45.100247,-123.659377,0
2019-05-14T11:16:43Z,Lynch Lt,shopping_pos,4.18,Vinton,CA,40.0235,-120.7986,128,Education administrator,1966-02-21,507b9a9a5ad79ced5cb6c90c2d3be60c,39.409958,-120.196962,0
2020-08-27T00:33:17Z,"Kutch, Hermiston and Farrell",gas_transport,31.96,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,cee6e563f70680b8f465b77e1420fbc5,37.800891,-122.650896,0
2020-11-05T02:00:49Z,Gleason-Macejkovic,shopping_net,4.25,Albuquerque,NM,35.0561,-106.5506,641349,Charity officer,1967-01-24,5109345f625e2d803f5ea722fde275be,34.435798,-105.562208,0
2019-12-05T13:07:01Z,"Hills, Hegmann and Schaefe",health_fitness,2.19,Smith River,CA,41.9404,-124.1587,1930,Web designer,1983-06-13,b859e22d67a519c356072165b4322112,41.20635,-124.022159,0
2019-12-22T18:22:44Z,"Gottlieb, Considine and Schultz",shopping_net,1.53,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,3da1c46c7e1c62dba818b2b37e597d05,40.445277,-111.074533,0
2020-05-04T12:15:36Z,Quitzon-Goyette,home,87.39,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,724e12b1e3b9a25c191af185336f192b,43.200249,-108.593544,0
2020-10-17T06:27:19Z,Kris-Weimann,misc_net,6.42,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,72f443673355d39e827272900ac8cd35,46.276599,-122.216209,0
2020-10-24T16:43:19Z,"Metz, Russel and Metz",kids_pets,218.41,Howells,NE,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,996cb0238b9ce5a52730381a94742437,41.446406,-97.05024,0
2019-12-30T10:34:11Z,Simonis-Prohask,misc_pos,19.27,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06,7f430c779976134b2d73c4e5a2eed1c9,32.879294,-115.668409,0
2020-10-03T05:44:31Z,"Terry, Johns and Bins",misc_pos,4.96,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,57b6e306bdf1d7ea2e8965ba99db5c79,39.21328,-92.963287,0
2020-04-04T20:54:30Z,Little Lt,kids_pets,92.69,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,d71f1748442a74f80c566e6043a92564,40.047676,-104.43057,0
2019-07-10T15:46:10Z,Botsford PLC,home,2.44,Greenview,CA,41.5403,-122.9366,308,Call centre manager,1958-09-20,50cbf875ee13d48d4fb1c6b70433ebb5,41.889628,-122.45131,0
2020-09-04T14:40:10Z,Langworth LLC,personal_care,30.84,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,a64c78fefa5ba9394a45c0eb9cd5c259,36.040524,-106.413688,0
2020-05-09T12:40:02Z,O'Keefe-Wisoky,food_dining,16.25,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,6f5fd3d8c9fe1b4f3bfe01e658832703,35.855131,-106.08262,0
2020-01-17T01:09:26Z,Ankunding LLC,shopping_net,16.33,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,1811b1c3933c38fb9750a50085fc83f0,39.506066,-95.145102,0
2019-07-21T14:57:34Z,"Zboncak, Rowe and Murazik",shopping_net,6.14,North Loup,NE,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,1b06333d698383ddc9531290c72ca4bc,41.547746,-99.266222,0
2019-11-16T17:22:48Z,Windler LLC,kids_pets,48.12,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,1928-10-01,8b954d0dbea299f7b5cfee22c9d195dc,42.373929,-124.472117,0
2019-04-14T02:56:26Z,Hackett-Lueilwitz,grocery_pos,65.74,Crownpoint,NM,35.7206,-108.0271,5662,IT consultant,1989-04-08,f25d7f43b869b2685beee082554cd303,35.616877,-107.20693,0
2019-01-31T00:43:50Z,"Rodriguez, Yost and Jenkins",misc_net,5.64,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30,36c734b3b6569567bef90141dcc45c2b,33.673656,-106.363168,0
2020-03-03T12:16:57Z,Kuphal-Toy,food_dining,4.58,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,1997-01-18,cea37105951f07b367273d9e180e9506,37.591794,-122.57926,0
2020-05-03T13:09:05Z,"Graham, Hegmann and Hammes",food_dining,3.82,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,645d7cd573e693db8c2d77dcdc78bc06,46.263024,-117.425614,0
2020-02-09T04:43:30Z,"Schultz, Simonis and Little",grocery_pos,136.36,Browning,MO,40.029,-93.1607,602,Cytogeneticist,1954-07-14,688e7d16706465b2367c52b55d6ff389,39.735611,-93.844986,0
2020-05-18T09:06:38Z,Wiza LLC,misc_pos,3.14,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,1956-12-13,c9e8798bfab6456f1ce593140d8075ca,40.823457,-98.042877,0
2020-11-30T02:06:37Z,Bogisich-Homenick,misc_net,80.45,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,c407c069c77a4bc1da0bd1b5bf52f69a,40.081405,-92.546811,0
2020-08-08T00:41:22Z,Kunze Inc,grocery_pos,146.03,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,2ee9df2e55d8139b1211e6e4cef66ab9,39.052579,-123.579945,0
2019-04-01T22:03:49Z,"Runolfsdottir, Mueller and Han",entertainment,27.06,Humboldt,AZ,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,58f1964c52830a1ebd25b0f4d54b9e4a,34.445288,-113.004668,0
2020-09-08T13:33:17Z,Pacocha-Weissnat,kids_pets,45.8,Scotts Mills,OR,44.9897,-122.6187,1252,"Engineer, petroleum",1937-02-06,1c54207a701d2e90437eb27b1d7098eb,44.157354,-122.155507,0
2020-12-24T07:49:00Z,"Schaefer, McGlynn and Bosco",gas_transport,41.33,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30,75bac7615bc9557d99a76a8091a50652,32.0585,-106.014569,0
2019-08-04T10:35:39Z,Pouros-Conroy,shopping_pos,6.55,Broomfield,CO,39.8854,-105.1139,92337,"Engineer, electronics",1967-10-18,a529b967753785c703105e58650102fe,40.729593,-106.061497,0
2020-12-08T23:18:02Z,Fisher Inc,shopping_net,8.93,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,bad1dd02624efd4fd92841ca97432230,41.10989,-100.280568,0
2020-05-05T12:33:27Z,Daugherty-Thompson,food_dining,8.21,Wheaton,MO,36.7651,-94.0492,760,Production manager,1985-08-31,9bfd3d3a553a21a4af5f44836175dced,37.727966,-93.943689,0
2020-09-03T15:39:30Z,Mohr-Baye,shopping_net,7.67,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,436a10261bce45801b2c52fa450cbfc2,34.84406,-117.44014,0
2019-12-02T16:35:19Z,"Witting, Beer and Ernse",home,63.46,Huntington Beach,CA,33.6773,-118.0051,190249,"Therapist, horticultural",1976-09-17,35ca9299bf3e34bd0797f7d10f3297ae,33.07935,-118.456092,0
2019-02-16T19:27:10Z,Bode-Schuste,kids_pets,52.2,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,0b30ae4c689140b5e4f440718c908327,46.248064,-119.30584,0
2019-04-16T22:34:42Z,Morissette-Schaefe,personal_care,82.4,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,a6572b5c762e0b17d3d967f16de514b6,32.919453999999995,-117.81191499999998,0
2020-04-28T13:13:06Z,"Torp, Muller and Bore",health_fitness,58.92,Rock Springs,WY,41.606,-109.23,27971,Music therapist,1984-08-01,a208071471c12e652ced27842723bff5,41.968658000000005,-108.273766,0
2019-05-10T01:33:08Z,"Christiansen, Goyette and Schamberge",gas_transport,65.2,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,3832425f1ea3d967db2a528c15334ccd,46.220765,-122.575317,0
2020-06-29T21:42:35Z,Pacocha-Bauch,shopping_pos,290.2,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,9aaefecf599902e69f80b8fc93fd4464,34.180026,-111.26031100000002,0
2020-11-13T20:02:21Z,Auer LLC,personal_care,122.94,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09,b86b2e12b670a3eca3b5da4b28aedf93,37.983306,-119.11718799999998,0
2019-05-19T06:44:54Z,Bernhard Inc,gas_transport,60.76,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01,f473fae42f99bfa821ca830c854396ad,47.851613,-122.260009,0
2019-05-02T02:22:43Z,Rodriguez Group,gas_transport,68.48,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,6c07ef5201d6c6c14619c051546acda7,40.532623,-98.951656,0
2019-07-07T02:41:45Z,"Moore, Dibbert and Koepp",misc_net,2.12,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,0ce3c19b396e4023092ca9813b3773a0,41.038776,-98.315986,0
2019-11-16T18:46:11Z,McCullough LLC,misc_pos,6.76,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,c52b591afb3648518c9d25cc47f37859,38.424308,-90.966117,0
2019-01-06T02:10:14Z,Cormier LLC,shopping_net,101.12,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,ab810d843f943741a9279ea46c3c6295,41.414373,-110.365699,0
2019-12-23T08:32:58Z,"Swaniawski, Bahringer and Ledne",grocery_net,94.81,Albuquerque,NM,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,0e621835362cb5d87ce2ce9524315626,35.17783,-107.396642,0
2019-12-09T21:47:45Z,Kozey-McDermott,travel,13.29,Grenada,CA,41.6125,-122.5258,589,Systems analyst,1945-12-21,190eeadb2bbe4930f4d421e83f754317,42.019128,-121.817954,0
2020-04-09T14:07:02Z,Hickle Group,shopping_pos,8.07,Fullerton,NE,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,252895d6a6aa3cca6c6d64a284fb49fd,42.052834,-98.65618,0
2019-01-03T20:24:00Z,Medhurst PLC,shopping_net,6.6,Rock Springs,WY,41.606,-109.23,27971,Music therapist,1984-08-01,27763da238018a6440994d1aa6bb7b6e,42.567006,-110.091241,0
2019-02-11T15:21:07Z,Kessler Inc,travel,421.07,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,28eb6011f16eafcabdb3d171a7e13f05,39.190501,-94.168212,0
2019-05-11T18:02:43Z,Crona and Sons,kids_pets,35.35,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,a956415214cde591ad645a74899b288e,42.919772,-116.643256,0
2020-06-16T12:07:44Z,Emmerich-R,personal_care,15.78,Kent,OR,45.0838,-120.6649,60,Museum education officer,1942-04-03,3ef8c0c1cc5396cd76c7ff16fefda145,45.288858000000005,-119.971367,0
2020-12-05T23:35:09Z,Erdman-Schaden,personal_care,10.14,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,b3fd8c0819b2393a5a473fe0080d1240,41.10732,-99.131424,0
2020-07-29T06:16:01Z,Runolfsson and Sons,grocery_net,73.19,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,8690d1a0b17b97a0a5596e154955151f,33.325632,-116.536455,0
2019-10-12T23:39:31Z,Monahan-Mo,personal_care,34.04,Conway,WA,48.34,-122.3456,85,"Research officer, political party",1984-09-01,6627d8fc4b530d36243869f2284d9c78,48.939037,-121.810427,0
2020-07-16T21:04:52Z,"Heathcote, Yost and Kertzmann",shopping_net,5.79,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,9a8b51174f5a87169d57ed6cda731ebe,38.63031,-94.645524,0
2019-05-03T14:18:37Z,"Bahringer, Bergnaum and Quitzon",home,90.21,San Diego,CA,32.7185,-117.1593,1241364,Comptroller,1987-11-30,0158a366f2c15c4d4c75624b869270ce,32.173022,-116.691675,0
2020-10-06T17:30:03Z,Rau-Grant,kids_pets,19.2,Manley,NE,40.9207,-96.168,206,Human resources officer,1967-10-04,d5a4d55092475aa6abe174fca2822935,41.209006,-96.843545,0
2020-06-28T15:21:48Z,Cormier LLC,health_fitness,14.58,Glendale,CA,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,e856bb24d6ea8d08f939a404673b2271,33.399502000000005,-118.853272,0
2020-02-04T19:40:53Z,"Koss, Hansen and Lueilwitz",home,212.15,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,606d35134cd5971a0dc6bfd1484087df,33.430601,-110.547383,0
2019-05-24T11:13:49Z,"Reilly, Heaney and Cole",gas_transport,56.64,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,091f39b7cb70b83132ca962fe2f380fe,48.620278000000006,-117.961324,0
2020-11-30T15:30:58Z,Beier and Sons,home,46.76,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,18ff6cab29525a0b14f2801589116363,36.422955,-105.647649,0
2020-09-06T16:41:51Z,Padberg-Saue,home,6.69,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,19edd95fa901c3d40e63331ff9723fd6,38.979452,-94.293775,0
2019-10-02T08:13:22Z,Gleason-Macejkovic,shopping_net,30.28,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8b75eb8d9e7b839652ef16bdf9e6e979,64.422044,-164.710527,0
2020-12-29T13:17:39Z,Kirlin and Sons,personal_care,27.26,Hawthorne,CA,33.9143,-118.3493,93193,"Editor, magazine features",1995-04-19,39743d0ea5c31a2174880339bd95e5e9,33.283179,-117.82081200000002,0
2019-11-07T08:39:30Z,Hudson-Grady,shopping_pos,3.24,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,1955-05-06,007fa8245fd690bed44423b5f2491d52,33.139259,-115.74306,0
2020-08-04T00:01:11Z,"Greenholt, Jacobi and Gleason",gas_transport,61.33,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,ad40899b922d1f0092690862644a64fa,34.752772,-112.44585,0
2019-05-03T22:27:40Z,Stiedemann Lt,food_dining,15.67,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,6ff9936e0a279702925024dcf9e3de8a,46.886585,-117.802874,0
2019-08-14T16:49:30Z,"Hagenes, Kohler and Hoppe",food_dining,25.44,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,6af6020b46651bf6a24fe94c0cf3449a,35.799612,-106.710299,0
2020-07-17T06:09:32Z,Hamill-Daugherty,misc_net,22.48,Llano,NM,36.1486,-105.6648,247,Architectural technologist,1961-10-24,b8937e16abb41b0308972e089a0d4d09,37.099854,-105.266669,0
2020-12-27T09:44:11Z,"Raynor, Reinger and Hagenes",gas_transport,64.78,Mound City,MO,40.1362,-95.2138,1631,Architect,1953-01-20,05498c27476df42b23ca942c36066a62,40.155844,-95.088866,0
2020-12-01T10:31:24Z,"Stehr, Jewess and Schimmel",misc_net,7.37,Weeping Water,NE,40.8731,-96.1528,1517,Dealer,1951-11-08,a338088f7f810d519bd8ea8468ede9b9,40.796402,-96.586533,0
2019-05-03T14:24:01Z,Bins-Howell,personal_care,5.74,Fields Landing,CA,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,484e56e68e37fe6462ab53735acc94a0,41.585370000000005,-124.342073,0
2019-12-27T20:56:54Z,Stamm-Witting,shopping_net,4.91,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,512e8dd9662455f68ab5af948a595669,39.569614,-90.002341,0
2020-05-14T22:05:31Z,"Hermiston, Russel and Price",food_dining,243.67,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26,8a239e77c6450f23c6984e6a04541841,38.762318,-93.409283,0
2019-09-01T17:55:49Z,White and Sons,home,70.3,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,3138c2b67a772cb53c73c9913174e9d7,45.407691,-123.356187,0
2020-12-18T02:39:21Z,Koss and Sons,gas_transport,48.79,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,36d36109eed80f1c0132082cbbc56fef,47.086578,-116.973924,0
2020-11-16T10:03:01Z,Cummings LLC,gas_transport,75.39,Carlotta,CA,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,cc231846a825e6e99d38a2aff4e77825,40.449387,-123.563356,0
2019-02-01T07:20:19Z,Jaskolski-Vandervort,misc_net,15.86,Odessa,MO,38.9829,-93.9757,9512,Clinical research associate,1972-12-31,1e931d14d0513019048e30a7771a0a70,38.818929,-93.893904,0
2019-04-03T15:02:21Z,Bernhard-Lesch,food_dining,63.05,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,bb000d3e3fbeef36bfcfe1c42ecba06e,33.596395,-110.363882,0
2020-08-23T14:36:55Z,"Roberts, Ryan and Smith",personal_care,39.25,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,1964-06-22,4fbe7dd4871a0dc304e8d4b2c80d8191,36.363059,-105.100797,0
2020-03-09T13:57:18Z,Schmidt-Larkin,home,18.88,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,82dd672708da63deb4b5e20c4d5f3beb,36.689399,-106.206212,0
2020-05-23T12:03:29Z,Wiza LLC,misc_pos,8.71,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,29de3a52b359b14df90ab1131b45156f,38.755388,-93.448909,0
